,Case,Mitigation Case,Sector,Subsector,End Use Application,Energy carrier,Energy carrier type,Generation Type,Year,Energy Unit,Electricity Production
328,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Municipal Waste,Other,2041,BkWh,0.49531652903652906
329,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Natural Gas,Natural Gas,2041,BkWh,1041.978350006665
330,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Nuclear,Nuclear,2041,BkWh,581.1715950400735
331,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Offshore Wind,Wind,2041,BkWh,80.23002304367299
332,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Other,Other,2041,BkWh,1.7800478405369182
333,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Other Gaseous Fuels,Other,2041,BkWh,11.409634547372281
334,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Petroleum,Petroleum,2041,BkWh,5.669167916726929
335,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Pumped Storage and Other,Other,2041,BkWh,-22.882896245782185
336,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Solar Photovoltaic,Solar,2041,BkWh,1305.299210064999
337,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Solar Thermal,Solar,2041,BkWh,2.2332515954741115
338,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Wind,Wind,2041,BkWh,993.8523377451085
339,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Wood and Other Biomass,Biomass,2041,BkWh,37.6513710391961
340,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Biogenic Municipal Waste,Biomass,2042,BkWh,30.301214528732114
341,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Coal,Coal,2042,BkWh,293.16781621756485
342,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Conventional Hydroelectric Power,Hydroelectric,2042,BkWh,267.95188747861994
343,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Distributed Generation,Other,2042,BkWh,5.117213067543646
344,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Geothermal,Geothermal,2042,BkWh,27.174174715791718
345,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Municipal Waste,Other,2042,BkWh,0.4949549604334583
346,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Natural Gas,Natural Gas,2042,BkWh,1055.575788926894
347,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Nuclear,Nuclear,2042,BkWh,581.0247595828497
348,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Offshore Wind,Wind,2042,BkWh,79.94649761893031
349,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Other,Other,2042,BkWh,1.7787484504027875
350,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Other Gaseous Fuels,Other,2042,BkWh,11.401305801241266
351,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Petroleum,Petroleum,2042,BkWh,5.369199336992576
352,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Pumped Storage and Other,Other,2042,BkWh,-24.390084161652723
353,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Solar Photovoltaic,Solar,2042,BkWh,1334.439054031105
354,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Solar Thermal,Solar,2042,BkWh,2.1530308701995637
355,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Wind,Wind,2042,BkWh,994.7303967482896
356,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Wood and Other Biomass,Biomass,2042,BkWh,37.730480315732855
357,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Biogenic Municipal Waste,Biomass,2043,BkWh,31.198125680386774
358,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Coal,Coal,2043,BkWh,289.627214726659
359,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Conventional Hydroelectric Power,Hydroelectric,2043,BkWh,267.2866444945867
360,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Distributed Generation,Other,2043,BkWh,5.673871085284202
361,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Geothermal,Geothermal,2043,BkWh,27.64983794264252
362,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Municipal Waste,Other,2043,BkWh,0.4945551080826573
363,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Natural Gas,Natural Gas,2043,BkWh,1064.6891549596824
364,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Nuclear,Nuclear,2043,BkWh,580.7925859980442
365,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Offshore Wind,Wind,2043,BkWh,79.70336032235795
366,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Other,Other,2043,BkWh,1.777311477736114
367,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Other Gaseous Fuels,Other,2043,BkWh,11.39209518756677
368,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Petroleum,Petroleum,2043,BkWh,5.063857329777228
369,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Pumped Storage and Other,Other,2043,BkWh,-25.833277796832945
370,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Solar Photovoltaic,Solar,2043,BkWh,1368.3067649157406
371,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Solar Thermal,Solar,2043,BkWh,2.048203718181052
372,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Wind,Wind,2043,BkWh,999.8721900058797
373,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Wood and Other Biomass,Biomass,2043,BkWh,37.88443783564476
374,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Biogenic Municipal Waste,Biomass,2044,BkWh,32.12230280276188
375,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Coal,Coal,2044,BkWh,278.65191756582783
376,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Conventional Hydroelectric Power,Hydroelectric,2044,BkWh,266.99324695276533
377,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Distributed Generation,Other,2044,BkWh,6.284685993781497
378,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Geothermal,Geothermal,2044,BkWh,28.224848383691402
379,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Municipal Waste,Other,2044,BkWh,0.49413406704241863
380,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Natural Gas,Natural Gas,2044,BkWh,1066.7536291939293
381,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Nuclear,Nuclear,2044,BkWh,580.561098633755
382,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Offshore Wind,Wind,2044,BkWh,80.03304630776388
383,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Other,Other,2044,BkWh,1.775798358042911
384,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Other Gaseous Fuels,Other,2044,BkWh,11.382395564880374
385,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Petroleum,Petroleum,2044,BkWh,4.737027290042257
386,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Pumped Storage and Other,Other,2044,BkWh,-27.941591993510265
387,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Solar Photovoltaic,Solar,2044,BkWh,1413.102274457251
388,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Solar Thermal,Solar,2044,BkWh,2.0126181197623123
389,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Wind,Wind,2044,BkWh,1007.8371424682027
390,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Wood and Other Biomass,Biomass,2044,BkWh,37.945766108376404
391,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Biogenic Municipal Waste,Biomass,2045,BkWh,33.03314064158296
392,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Coal,Coal,2045,BkWh,270.4796282545111
393,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Conventional Hydroelectric Power,Hydroelectric,2045,BkWh,266.4150936522809
394,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Distributed Generation,Other,2045,BkWh,6.987524918311709
395,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Geothermal,Geothermal,2045,BkWh,29.137051493803682
396,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Municipal Waste,Other,2045,BkWh,0.4933545777873141
397,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Natural Gas,Natural Gas,2045,BkWh,1073.624130519465
398,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Nuclear,Nuclear,2045,BkWh,579.6475315987819
399,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Offshore Wind,Wind,2045,BkWh,80.0574740058017
400,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Other,Other,2045,BkWh,1.7729970621362925
401,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Other Gaseous Fuels,Other,2045,BkWh,11.152488517231049
402,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Petroleum,Petroleum,2045,BkWh,4.393449374629272
403,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Pumped Storage and Other,Other,2045,BkWh,-29.72177632392264
404,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Solar Photovoltaic,Solar,2045,BkWh,1453.4844382315578
405,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Solar Thermal,Solar,2045,BkWh,1.9634629454145824
406,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Wind,Wind,2045,BkWh,1013.4998544092638
407,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Wood and Other Biomass,Biomass,2045,BkWh,38.01493001632146
408,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Biogenic Municipal Waste,Biomass,2046,BkWh,33.64862458390883
409,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Coal,Coal,2046,BkWh,261.65094716368964
410,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Conventional Hydroelectric Power,Hydroelectric,2046,BkWh,265.74832609517927
411,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Distributed Generation,Other,2046,BkWh,7.715739810143404
412,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Geothermal,Geothermal,2046,BkWh,30.51058038910525
413,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Municipal Waste,Other,2046,BkWh,0.49351680993620806
414,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Natural Gas,Natural Gas,2046,BkWh,1073.4154773069354
415,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Nuclear,Nuclear,2046,BkWh,579.6140811309034
416,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Offshore Wind,Wind,2046,BkWh,79.89660429543672
417,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Other,Other,2046,BkWh,1.7735800852525734
418,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Other Gaseous Fuels,Other,2046,BkWh,11.133887514903927
419,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Petroleum,Petroleum,2046,BkWh,4.35908779130235
420,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Pumped Storage and Other,Other,2046,BkWh,-30.886182798774037
421,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Solar Photovoltaic,Solar,2046,BkWh,1512.951340265704
422,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Solar Thermal,Solar,2046,BkWh,1.936480989133257
423,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Wind,Wind,2046,BkWh,1015.1902441115885
424,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Wood and Other Biomass,Biomass,2046,BkWh,38.54446350878164
425,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Biogenic Municipal Waste,Biomass,2047,BkWh,34.35544198227695
426,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Coal,Coal,2047,BkWh,257.12803124143676
427,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Conventional Hydroelectric Power,Hydroelectric,2047,BkWh,265.40024572412204
428,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Distributed Generation,Other,2047,BkWh,8.46576540584966
429,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Geothermal,Geothermal,2047,BkWh,31.886677053988805
430,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Municipal Waste,Other,2047,BkWh,0.4932981573179736
431,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Natural Gas,Natural Gas,2047,BkWh,1077.371474626813
432,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Nuclear,Nuclear,2047,BkWh,579.1772012564527
433,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Offshore Wind,Wind,2047,BkWh,79.24186054525205
434,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Other,Other,2047,BkWh,1.7727943006116427
435,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Other Gaseous Fuels,Other,2047,BkWh,11.125102113173401
436,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Petroleum,Petroleum,2047,BkWh,4.363312778561391
437,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Pumped Storage and Other,Other,2047,BkWh,-32.123002750601664
438,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Solar Photovoltaic,Solar,2047,BkWh,1553.9988863431572
439,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Solar Thermal,Solar,2047,BkWh,1.9080206132554736
440,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Wind,Wind,2047,BkWh,1026.2532028081273
441,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Wood and Other Biomass,Biomass,2047,BkWh,38.75057146501331
442,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Biogenic Municipal Waste,Biomass,2048,BkWh,34.97541003682443
443,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Coal,Coal,2048,BkWh,247.58827283604376
444,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Conventional Hydroelectric Power,Hydroelectric,2048,BkWh,265.08631029564094
445,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Distributed Generation,Other,2048,BkWh,9.20240341958702
446,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Geothermal,Geothermal,2048,BkWh,32.72605760939042
447,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Municipal Waste,Other,2048,BkWh,0.4930020127124929
448,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Natural Gas,Natural Gas,2048,BkWh,1088.598422034954
449,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Nuclear,Nuclear,2048,BkWh,578.0335293103573
450,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Offshore Wind,Wind,2048,BkWh,79.34510574252899
451,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Other,Other,2048,BkWh,1.7717300285056865
452,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Other Gaseous Fuels,Other,2048,BkWh,11.15600641949164
453,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Petroleum,Petroleum,2048,BkWh,4.33931831571926
454,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Pumped Storage and Other,Other,2048,BkWh,-33.437554067892286
455,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Solar Photovoltaic,Solar,2048,BkWh,1592.9320931294071
456,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Solar Thermal,Solar,2048,BkWh,1.890080839899865
457,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Wind,Wind,2048,BkWh,1035.8781924402151
458,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Wood and Other Biomass,Biomass,2048,BkWh,38.88061880427788
459,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Biogenic Municipal Waste,Biomass,2049,BkWh,35.60665727905935
460,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Coal,Coal,2049,BkWh,245.9709073279163
461,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Conventional Hydroelectric Power,Hydroelectric,2049,BkWh,264.44179531930826
462,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Distributed Generation,Other,2049,BkWh,9.99951178295921
463,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Geothermal,Geothermal,2049,BkWh,33.683877740764395
464,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Municipal Waste,Other,2049,BkWh,0.49283931870249964
465,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Natural Gas,Natural Gas,2049,BkWh,1093.588331530344
466,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Nuclear,Nuclear,2049,BkWh,577.9519415872584
467,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Offshore Wind,Wind,2049,BkWh,78.47994182603841
468,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Other,Other,2049,BkWh,1.7711453455722903
469,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Other Gaseous Fuels,Other,2049,BkWh,11.134817872097145
470,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Petroleum,Petroleum,2049,BkWh,4.351379818811405
471,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Pumped Storage and Other,Other,2049,BkWh,-34.920778905407616
472,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Solar Photovoltaic,Solar,2049,BkWh,1638.5296509706855
473,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Solar Thermal,Solar,2049,BkWh,1.877455476714891
474,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Wind,Wind,2049,BkWh,1039.3685692376923
475,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Wood and Other Biomass,Biomass,2049,BkWh,39.390880885767
476,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Biogenic Municipal Waste,Biomass,2050,BkWh,36.33956467737249
477,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Coal,Coal,2050,BkWh,237.06084606563104
478,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Conventional Hydroelectric Power,Hydroelectric,2050,BkWh,263.1715630347279
479,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Distributed Generation,Other,2050,BkWh,10.83575508136873
480,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Geothermal,Geothermal,2050,BkWh,34.39614128356384
481,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Municipal Waste,Other,2050,BkWh,0.49284978042854677
482,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Natural Gas,Natural Gas,2050,BkWh,1106.6935210355512
483,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Nuclear,Nuclear,2050,BkWh,577.5958547886903
484,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Offshore Wind,Wind,2050,BkWh,78.55826577954535
485,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Other,Other,2050,BkWh,1.7711829424861156
486,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Other Gaseous Fuels,Other,2050,BkWh,11.096208969515342
487,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Petroleum,Petroleum,2050,BkWh,4.337687220412539
488,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Pumped Storage and Other,Other,2050,BkWh,-36.51178201971775
489,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Solar Photovoltaic,Solar,2050,BkWh,1687.8309282732132
490,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Solar Thermal,Solar,2050,BkWh,1.9002243960245184
491,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Wind,Wind,2050,BkWh,1047.044155586469
492,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Wood and Other Biomass,Biomass,2050,BkWh,39.66791555059811
